coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow,lat,lon,temp,temp_min,temp_max,cloudiness,wind_speed,wind_direction,humidity
"{'lon': 28.78, 'lat': -31.59}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",stations,"{'temp': 287.15, 'feels_like': 284.48, 'temp_min': 287.15, 'temp_max': 287.15, 'pressure': 1023, 'humidity': 93}",8000.0,"{'speed': 5.1, 'deg': 210}",{'all': 90},1582430747.0,"{'type': 1, 'id': 1996, 'country': 'ZA', 'sunrise': 1582429769, 'sunset': 1582476452}",7200.0,946058.0,Mthatha,200,,,,-31.59,28.78,287.15,287.15,287.15,90.0,5.1,210.0,93.0
"{'lon': 15.9, 'lat': 41.26}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 278.82, 'feels_like': 275.49, 'temp_min': 276.15, 'temp_max': 280.93, 'pressure': 1029, 'humidity': 57}",10000.0,"{'speed': 1.5, 'deg': 220}",{'all': 5},1582430748.0,"{'type': 1, 'id': 6678, 'country': 'IT', 'sunrise': 1582436474, 'sunset': 1582475929}",3600.0,6538923.0,Cerignola,200,,,,41.26,15.9,278.82,276.15,280.93,5.0,1.5,220.0,57.0
"{'lon': 39.76, 'lat': 37.24}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 279.4, 'feels_like': 276.39, 'temp_min': 279.4, 'temp_max': 279.4, 'pressure': 1021, 'humidity': 92, 'sea_level': 1021, 'grnd_level': 969}",,"{'speed': 2.7, 'deg': 40}",{'all': 0},1582430748.0,"{'country': 'TR', 'sunrise': 1582430481, 'sunset': 1582470471}",10800.0,298033.0,Viransehir,200,,,,37.24,39.76,279.4,279.4,279.4,0.0,2.7,40.0,92.0
"{'lon': -92.1, 'lat': 46.72}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 273.55, 'feels_like': 268.81, 'temp_min': 272.04, 'temp_max': 275.37, 'pressure': 1009, 'humidity': 69}",16093.0,"{'speed': 3.1, 'deg': 210}",{'all': 90},1582430570.0,"{'type': 1, 'id': 3903, 'country': 'US', 'sunrise': 1582376496, 'sunset': 1582414958}",-21600.0,5275191.0,Superior,200,,,,46.72,-92.1,273.55,272.04,275.37,90.0,3.1,210.0,69.0
"{'lon': 136.77, 'lat': -12.23}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 303.15, 'feels_like': 305.91, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1004, 'humidity': 74}",10000.0,"{'speed': 5.1, 'deg': 280}",{'all': 40},1582430748.0,"{'type': 1, 'id': 9576, 'country': 'AU', 'sunrise': 1582404854, 'sunset': 1582449537}",34200.0,2064735.0,Nhulunbuy,200,,,,-12.23,136.77,303.15,303.15,303.15,40.0,5.1,280.0,74.0
"{'lon': 29.53, 'lat': 47.75}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 275.04, 'feels_like': 269.26, 'temp_min': 275.04, 'temp_max': 275.04, 'pressure': 1020, 'humidity': 78, 'sea_level': 1020, 'grnd_level': 1000}",,"{'speed': 5.11, 'deg': 217}",{'all': 100},1582430748.0,"{'country': 'UA', 'sunrise': 1582433726, 'sunset': 1582472135}",7200.0,704679.0,Kotovsk,200,,,,47.75,29.53,275.04,275.04,275.04,100.0,5.11,217.0,78.0
"{'lon': 167.72, 'lat': -45.42}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 288.15, 'feels_like': 284.9, 'temp_min': 288.15, 'temp_max': 288.15, 'pressure': 1022, 'humidity': 65, 'sea_level': 1022, 'grnd_level': 968}",,"{'speed': 4.15, 'deg': 275}",{'all': 79},1582430748.0,"{'country': 'NZ', 'sunrise': 1582395350, 'sunset': 1582444186}",46800.0,2181625.0,Te Anau,200,,,,-45.42,167.72,288.15,288.15,288.15,79.0,4.15,275.0,65.0
"{'lon': 141.43, 'lat': -31.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 303.15, 'feels_like': 301.24, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1017, 'humidity': 28}",10000.0,"{'speed': 2.6, 'deg': 10}",{'all': 0},1582430749.0,"{'type': 1, 'id': 9491, 'country': 'AU', 'sunrise': 1582402695, 'sunset': 1582449459}",37800.0,2173911.0,Broken Hill,200,,,,-31.95,141.43,303.15,303.15,303.15,0.0,2.6,10.0,28.0
"{'lon': 84.32, 'lat': 51.65}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,"{'temp': 267.71, 'feels_like': 263.97, 'temp_min': 267.71, 'temp_max': 267.71, 'pressure': 1021, 'humidity': 96, 'sea_level': 1021, 'grnd_level': 914}",,"{'speed': 1.47, 'deg': 321}",{'all': 100},1582430749.0,"{'country': 'RU', 'sunrise': 1582420975, 'sunset': 1582458590}",25200.0,1491461.0,Soloneshnoye,200,,,{'3h': 1.69},51.65,84.32,267.71,267.71,267.71,100.0,1.47,321.0,96.0
"{'lon': 15.16, 'lat': -26.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.15, 'feels_like': 289.03, 'temp_min': 292.15, 'temp_max': 292.15, 'pressure': 1009, 'humidity': 77}",,"{'speed': 6.7, 'deg': 180}",{'all': 0},1582430749.0,"{'type': 1, 'id': 2260, 'country': 'NA', 'sunrise': 1582433328, 'sunset': 1582479430}",7200.0,3355672.0,Luderitz,200,,,,-26.65,15.16,292.15,292.15,292.15,0.0,6.7,180.0,77.0
"{'lon': -10.8, 'lat': 6.3}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 300.45, 'feels_like': 304.68, 'temp_min': 300.45, 'temp_max': 300.45, 'pressure': 1011, 'humidity': 85, 'sea_level': 1011, 'grnd_level': 1009}",,"{'speed': 2.74, 'deg': 281}",{'all': 22},1582430749.0,"{'country': 'LR', 'sunrise': 1582441074, 'sunset': 1582484145}",0.0,2274895.0,Monrovia,200,,,,6.3,-10.8,300.45,300.45,300.45,22.0,2.74,281.0,85.0
"{'lon': 13.75, 'lat': 37.58}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 279.77, 'feels_like': 277.41, 'temp_min': 273.15, 'temp_max': 283.71, 'pressure': 992, 'humidity': 88}",,"{'speed': 1.7, 'deg': 345}",{'all': 0},1582430749.0,"{'type': 3, 'id': 2007649, 'country': 'IT', 'sunrise': 1582436739, 'sunset': 1582476696}",3600.0,2524028.0,Mussomeli,200,,,,37.58,13.75,279.77,273.15,283.71,0.0,1.7,345.0,88.0
"{'lon': -7.17, 'lat': 62.16}","[{'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09n'}]",stations,"{'temp': 274.15, 'feels_like': 269.36, 'temp_min': 274.15, 'temp_max': 274.15, 'pressure': 988, 'humidity': 80}",10000.0,"{'speed': 3.6, 'deg': 60}",{'all': 100},1582430749.0,"{'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1582444371, 'sunset': 1582479105}",0.0,2610343.0,Vestmanna,200,,,,62.16,-7.17,274.15,274.15,274.15,100.0,3.6,60.0,80.0
"{'lon': 30.08, 'lat': 59.35}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 277.15, 'feels_like': 271.15, 'temp_min': 277.15, 'temp_max': 277.15, 'pressure': 979, 'humidity': 82}",10000.0,"{'speed': 6, 'deg': 240}",{'all': 40},1582430749.0,"{'type': 1, 'id': 8926, 'country': 'RU', 'sunrise': 1582434964, 'sunset': 1582470634}",10800.0,492579.0,Siverskiy,200,,,,59.35,30.08,277.15,277.15,277.15,40.0,6.0,240.0,82.0
"{'lon': -92.94, 'lat': 47.43}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 271.79, 'feels_like': 268.03, 'temp_min': 268.71, 'temp_max': 274.15, 'pressure': 1008, 'humidity': 94}",16093.0,"{'speed': 2.1, 'deg': 200}",{'all': 1},1582430750.0,"{'type': 1, 'id': 4024, 'country': 'US', 'sunrise': 1582376761, 'sunset': 1582415096}",-21600.0,5030005.0,Hibbing,200,,,,47.43,-92.94,271.79,268.71,274.15,1.0,2.1,200.0,94.0
"{'lon': 13.78, 'lat': 45.65}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 276.74, 'feels_like': 272.46, 'temp_min': 274.26, 'temp_max': 279.82, 'pressure': 1028, 'humidity': 86}",10000.0,"{'speed': 3.6, 'deg': 110}",{'all': 82},1582430324.0,"{'type': 1, 'id': 6831, 'country': 'IT', 'sunrise': 1582437321, 'sunset': 1582476100}",3600.0,3165185.0,Trieste,200,,,,45.65,13.78,276.74,274.26,279.82,82.0,3.6,110.0,86.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': -70.76, 'lat': -28.57}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.96, 'feels_like': 288.9, 'temp_min': 288.96, 'temp_max': 288.96, 'pressure': 1016, 'humidity': 80, 'sea_level': 1016, 'grnd_level': 955}",,"{'speed': 1.13, 'deg': 66}",{'all': 0},1582430750.0,"{'country': 'CL', 'sunrise': 1582453850, 'sunset': 1582500146}",-10800.0,3868633.0,Vallenar,200,,,,-28.57,-70.76,288.96,288.96,288.96,0.0,1.13,66.0,80.0
"{'lon': -35.46, 'lat': -5.2}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",stations,"{'temp': 300.15, 'feels_like': 304.65, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1014, 'humidity': 88}",10000.0,"{'speed': 2.6, 'deg': 150}",{'all': 40},1582430750.0,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1582446503, 'sunset': 1582490551}",-10800.0,3386213.0,Touros,200,,,,-5.2,-35.46,300.15,300.15,300.15,40.0,2.6,150.0,88.0
"{'lon': 135.87, 'lat': -34.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 301.2, 'feels_like': 298.45, 'temp_min': 301.2, 'temp_max': 301.2, 'pressure': 1016, 'humidity': 32, 'sea_level': 1016, 'grnd_level': 1010}",,"{'speed': 3.91, 'deg': 73}",{'all': 1},1582430750.0,"{'country': 'AU', 'sunrise': 1582403850, 'sunset': 1582450973}",37800.0,2063036.0,Port Lincoln,200,,,,-34.73,135.87,301.2,301.2,301.2,1.0,3.91,73.0,32.0
"{'lon': 12.98, 'lat': 31.45}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 281.35, 'feels_like': 277.61, 'temp_min': 281.35, 'temp_max': 281.35, 'pressure': 1030, 'humidity': 72, 'sea_level': 1030, 'grnd_level': 964}",,"{'speed': 3.32, 'deg': 353}",{'all': 21},1582430751.0,"{'country': 'LY', 'sunrise': 1582436556, 'sunset': 1582477249}",7200.0,2214827.0,Mizdah,200,,,,31.45,12.98,281.35,281.35,281.35,21.0,3.32,353.0,72.0
"{'lon': 55.99, 'lat': 30.41}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 283.17, 'feels_like': 280.74, 'temp_min': 283.17, 'temp_max': 283.17, 'pressure': 1020, 'humidity': 56, 'sea_level': 1020, 'grnd_level': 851}",,"{'speed': 1, 'deg': 194}",{'all': 0},1582430751.0,"{'country': 'IR', 'sunrise': 1582426183, 'sunset': 1582466979}",12600.0,118994.0,Rafsanjan,200,,,,30.41,55.99,283.17,283.17,283.17,0.0,1.0,194.0,56.0
"{'lon': 31.11, 'lat': 70.37}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 273.64, 'feels_like': 265.96, 'temp_min': 273.64, 'temp_max': 273.64, 'pressure': 962, 'humidity': 80, 'sea_level': 962, 'grnd_level': 959}",,"{'speed': 7.65, 'deg': 202}",{'all': 67},1582430592.0,"{'country': 'NO', 'sunrise': 1582437423, 'sunset': 1582467680}",3600.0,777019.0,Vardo,200,,,,70.37,31.11,273.64,273.64,273.64,67.0,7.65,202.0,80.0
"{'lon': -66.38, 'lat': 50.2}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 272.38, 'feels_like': 265.8, 'temp_min': 272.15, 'temp_max': 272.59, 'pressure': 1006, 'humidity': 74}",24140.0,"{'speed': 5.7, 'deg': 240, 'gust': 8.2}",{'all': 20},1582430727.0,"{'type': 1, 'id': 1013, 'country': 'CA', 'sunrise': 1582370662, 'sunset': 1582408447}",-18000.0,6144312.0,Sept-Iles,200,,,,50.2,-66.38,272.38,272.15,272.59,20.0,5.7,240.0,74.0
"{'lon': 40.21, 'lat': 29.97}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 280.15, 'feels_like': 276.53, 'temp_min': 280.15, 'temp_max': 280.15, 'pressure': 1020, 'humidity': 56}",10000.0,"{'speed': 2.1, 'deg': 110}",{'all': 0},1582430751.0,"{'type': 1, 'id': 7431, 'country': 'SA', 'sunrise': 1582429943, 'sunset': 1582470792}",10800.0,102527.0,Sakakah,200,,,,29.97,40.21,280.15,280.15,280.15,0.0,2.1,110.0,56.0
"{'lon': 60.31, 'lat': 65.98}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 271.96, 'feels_like': 264.4, 'temp_min': 271.96, 'temp_max': 271.96, 'pressure': 1001, 'humidity': 87, 'sea_level': 1001, 'grnd_level': 987}",,"{'speed': 7.38, 'deg': 214}",{'all': 100},1582430751.0,"{'country': 'RU', 'sunrise': 1582429053, 'sunset': 1582462036}",10800.0,1487332.0,Verkhnyaya Inta,200,,,,65.98,60.31,271.96,271.96,271.96,100.0,7.38,214.0,87.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': -58.83, 'lat': -27.48}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.18, 'feels_like': 291.04, 'temp_min': 289.15, 'temp_max': 291.48, 'pressure': 1019, 'humidity': 87}",7000.0,"{'speed': 1, 'deg': 160}",{'all': 0},1582430752.0,"{'type': 1, 'id': 8256, 'country': 'AR', 'sunrise': 1582451048, 'sunset': 1582497223}",-10800.0,3435217.0,Corrientes,200,,,,-27.48,-58.83,290.18,289.15,291.48,0.0,1.0,160.0,87.0
"{'lon': -56.8, 'lat': -14.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 292.39, 'feels_like': 295.34, 'temp_min': 292.39, 'temp_max': 292.39, 'pressure': 1014, 'humidity': 97, 'sea_level': 1014, 'grnd_level': 975}",,"{'speed': 0.25, 'deg': 219}",{'all': 100},1582430618.0,"{'country': 'BR', 'sunrise': 1582451216, 'sunset': 1582496080}",-14400.0,3456248.0,Nortelandia,200,,,,-14.45,-56.8,292.39,292.39,292.39,100.0,0.25,219.0,97.0
"{'lon': -53.2, 'lat': 5.48}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 299.36, 'feels_like': 299.21, 'temp_min': 299.36, 'temp_max': 299.36, 'pressure': 1014, 'humidity': 86, 'sea_level': 1014, 'grnd_level': 1013}",,"{'speed': 8.26, 'deg': 64}",{'all': 98},1582430752.0,"{'country': 'GF', 'sunrise': 1582451213, 'sunset': 1582494355}",-10800.0,3381428.0,Iracoubo,200,{'3h': 0.25},,,5.48,-53.2,299.36,299.36,299.36,98.0,8.26,64.0,86.0
"{'lon': 135.48, 'lat': -3.37}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 305.74, 'feels_like': 309.29, 'temp_min': 305.74, 'temp_max': 305.74, 'pressure': 1010, 'humidity': 54, 'sea_level': 1010, 'grnd_level': 989}",,"{'speed': 1.69, 'deg': 332}",{'all': 78},1582430479.0,"{'country': 'ID', 'sunrise': 1582405557, 'sunset': 1582449453}",32400.0,1634614.0,Nabire,200,,,,-3.37,135.48,305.74,305.74,305.74,78.0,1.69,332.0,54.0
"{'lon': 114.01, 'lat': 4.41}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 303.99, 'feels_like': 307.37, 'temp_min': 303.71, 'temp_max': 304.15, 'pressure': 1012, 'humidity': 70}",10000.0,"{'speed': 4.1, 'deg': 50}",{'all': 75},1582430530.0,"{'type': 1, 'id': 9368, 'country': 'MY', 'sunrise': 1582411044, 'sunset': 1582454271}",28800.0,1738050.0,Marabu,200,,,,4.41,114.01,303.99,303.71,304.15,75.0,4.1,50.0,70.0
"{'lon': 112.38, 'lat': 24.78}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 293.63, 'feels_like': 294.45, 'temp_min': 293.63, 'temp_max': 293.63, 'pressure': 1026, 'humidity': 68, 'sea_level': 1026, 'grnd_level': 979}",,"{'speed': 0.81, 'deg': 211}",{'all': 24},1582430753.0,"{'country': 'CN', 'sunrise': 1582412361, 'sunset': 1582453735}",28800.0,1803841.0,Lianzhou,200,,,,24.78,112.38,293.63,293.63,293.63,24.0,0.81,211.0,68.0
"{'lon': 1.17, 'lat': 6.95}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.77, 'feels_like': 303.8, 'temp_min': 299.77, 'temp_max': 299.77, 'pressure': 1009, 'humidity': 84, 'sea_level': 1009, 'grnd_level': 988}",,"{'speed': 2.29, 'deg': 218}",{'all': 12},1582430753.0,"{'country': 'TG', 'sunrise': 1582438229, 'sunset': 1582481244}",0.0,2364752.0,Notse,200,,,,6.95,1.17,299.77,299.77,299.77,12.0,2.29,218.0,84.0
"{'lon': -58.62, 'lat': 6.4}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 298.15, 'feels_like': 301.85, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1013, 'humidity': 88}",10000.0,"{'speed': 2.1, 'deg': 50}",{'all': 75},1582430753.0,"{'type': 1, 'id': 8767, 'country': 'GY', 'sunrise': 1582452552, 'sunset': 1582495617}",-14400.0,3379507.0,Bartica,200,,,,6.4,-58.62,298.15,298.15,298.15,75.0,2.1,50.0,88.0
"{'lon': 30.02, 'lat': 63.32}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 273.33, 'feels_like': 267.26, 'temp_min': 273.33, 'temp_max': 273.33, 'pressure': 962, 'humidity': 97, 'sea_level': 962, 'grnd_level': 943}",,"{'speed': 5.78, 'deg': 192}",{'all': 100},1582430753.0,"{'country': 'FI', 'sunrise': 1582435694, 'sunset': 1582469932}",7200.0,648090.0,Lieksa,200,,,{'3h': 1.38},63.32,30.02,273.33,273.33,273.33,100.0,5.78,192.0,97.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 25.5, 'lat': 37.05}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 282.83, 'feels_like': 272.48, 'temp_min': 282.15, 'temp_max': 283.15, 'pressure': 1020, 'humidity': 57}",,"{'speed': 12.3, 'deg': 10, 'gust': 18}",{'all': 0},1582430753.0,"{'type': 1, 'id': 6634, 'country': 'GR', 'sunrise': 1582433888, 'sunset': 1582473908}",7200.0,262397.0,Filoti,200,,,,37.05,25.5,282.83,282.15,283.15,0.0,12.3,10.0,57.0
"{'lon': 14.52, 'lat': 66.4}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,"{'temp': 274.26, 'feels_like': 271.98, 'temp_min': 274.26, 'temp_max': 274.26, 'pressure': 969, 'humidity': 93}",,"{'speed': 0.45, 'deg': 313, 'gust': 1.34}",{'all': 100},1582430754.0,"{'type': 3, 'id': 19240, 'country': 'NO', 'sunrise': 1582440122, 'sunset': 1582472943}",3600.0,3145614.0,Storforshei,200,,,{'3h': 3.13},66.4,14.52,274.26,274.26,274.26,100.0,0.45,313.0,93.0
"{'lon': 29.83, 'lat': 9.23}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 295.15, 'feels_like': 291.05, 'temp_min': 295.15, 'temp_max': 295.15, 'pressure': 1009, 'humidity': 15, 'sea_level': 1009, 'grnd_level': 963}",,"{'speed': 2.01, 'deg': 45}",{'all': 5},1582430754.0,"{'country': 'SS', 'sunrise': 1582431450, 'sunset': 1582474267}",10800.0,377472.0,Bentiu,200,,,,9.23,29.83,295.15,295.15,295.15,5.0,2.01,45.0,15.0
"{'lon': -89.67, 'lat': 21.28}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.89, 'feels_like': 293.25, 'temp_min': 293.71, 'temp_max': 294.15, 'pressure': 1023, 'humidity': 60}",11265.0,"{'speed': 2.1, 'deg': 60}",{'all': 5},1582430755.0,"{'type': 1, 'id': 7140, 'country': 'MX', 'sunrise': 1582374300, 'sunset': 1582415987}",-21600.0,3521108.0,Progreso,200,,,,21.28,-89.67,293.89,293.71,294.15,5.0,2.1,60.0,60.0
"{'lon': -4.24, 'lat': 55.79}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 275.59, 'feels_like': 269.13, 'temp_min': 274.26, 'temp_max': 276.48, 'pressure': 1004, 'humidity': 93}",10000.0,"{'speed': 6.7, 'deg': 230}",{'all': 90},1582430755.0,"{'type': 1, 'id': 1441, 'country': 'GB', 'sunrise': 1582442679, 'sunset': 1582479391}",0.0,2653745.0,Carmunnock,200,,,,55.79,-4.24,275.59,274.26,276.48,90.0,6.7,230.0,93.0
"{'lon': 73.3, 'lat': 16.98}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 299.58, 'feels_like': 296.74, 'temp_min': 299.58, 'temp_max': 299.58, 'pressure': 1016, 'humidity': 26, 'sea_level': 1016, 'grnd_level': 997}",,"{'speed': 2.55, 'deg': 90}",{'all': 0},1582430755.0,"{'country': 'IN', 'sunrise': 1582421363, 'sunset': 1582463490}",19800.0,1258338.0,Ratnagiri,200,,,,16.98,73.3,299.58,299.58,299.58,0.0,2.55,90.0,26.0
"{'lon': 3.12, 'lat': 39.85}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 279.94, 'feels_like': 277.15, 'temp_min': 278.15, 'temp_max': 281.48, 'pressure': 1034, 'humidity': 93}",10000.0,"{'speed': 2.6, 'deg': 340}",{'all': 0},1582430756.0,"{'type': 1, 'id': 9693, 'country': 'ES', 'sunrise': 1582439439, 'sunset': 1582479098}",3600.0,2522091.0,Alcudia,200,,,,39.85,3.12,279.94,278.15,281.48,0.0,2.6,340.0,93.0
"{'lon': -79.52, 'lat': 8.99}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.43, 'feels_like': 300.18, 'temp_min': 298.15, 'temp_max': 299.82, 'pressure': 1014, 'humidity': 78}",10000.0,"{'speed': 3.6, 'deg': 320}",{'all': 100},1582430730.0,"{'type': 1, 'id': 7190, 'country': 'PA', 'sunrise': 1582371299, 'sunset': 1582414117}",-18000.0,3703443.0,Panama,200,,,,8.99,-79.52,298.43,298.15,299.82,100.0,3.6,320.0,78.0
"{'lon': -125.55, 'lat': 48.93}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 279.18, 'feels_like': 277.46, 'temp_min': 278.15, 'temp_max': 279.82, 'pressure': 1017, 'humidity': 84}",,"{'speed': 0.45, 'deg': 111}",{'all': 100},1582430653.0,"{'type': 3, 'id': 19458, 'country': 'CA', 'sunrise': 1582384718, 'sunset': 1582422791}",-28800.0,6171633.0,Ucluelet,200,,,,48.93,-125.55,279.18,278.15,279.82,100.0,0.45,111.0,84.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': -53.81, 'lat': -29.68}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 285.9, 'feels_like': 283.53, 'temp_min': 285.9, 'temp_max': 285.9, 'pressure': 1020, 'humidity': 67, 'sea_level': 1020, 'grnd_level': 984}",,"{'speed': 2.32, 'deg': 92}",{'all': 0},1582430460.0,"{'country': 'BR', 'sunrise': 1582449716, 'sunset': 1582496145}",-10800.0,3450083.0,Santa Maria,200,,,,-29.68,-53.81,285.9,285.9,285.9,0.0,2.32,92.0,67.0
"{'lon': -16.33, 'lat': 33.08}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 290.58, 'feels_like': 286.22, 'temp_min': 290.15, 'temp_max': 291.15, 'pressure': 1026, 'humidity': 82}",10000.0,"{'speed': 8.2, 'deg': 60}",{'all': 40},1582430577.0,"{'type': 1, 'id': 6902, 'country': 'PT', 'sunrise': 1582443678, 'sunset': 1582484195}",0.0,2270385.0,Camacha,200,,,,33.08,-16.33,290.58,290.15,291.15,40.0,8.2,60.0,82.0
"{'lon': -75.51, 'lat': 10.4}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 299.15, 'feels_like': 300.21, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1014, 'humidity': 78}",10000.0,"{'speed': 5.1, 'deg': 20}",{'all': 100},1582430682.0,"{'type': 1, 'id': 8588, 'country': 'CO', 'sunrise': 1582370399, 'sunset': 1582413092}",-18000.0,3687238.0,Cartagena,200,,,,10.4,-75.51,299.15,299.15,299.15,100.0,5.1,20.0,78.0
"{'lon': 155.63, 'lat': -6.22}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 302.3, 'feels_like': 305.93, 'temp_min': 302.3, 'temp_max': 302.3, 'pressure': 1007, 'humidity': 71, 'sea_level': 1007, 'grnd_level': 1004}",,"{'speed': 2.58, 'deg': 53}",{'all': 48},1582430757.0,"{'country': 'PG', 'sunrise': 1582400596, 'sunset': 1582444742}",39600.0,2094027.0,Kieta,200,{'3h': 0.94},,,-6.22,155.63,302.3,302.3,302.3,48.0,2.58,53.0,71.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 122.38, 'lat': 37.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 279.1, 'feels_like': 272.45, 'temp_min': 279.1, 'temp_max': 279.1, 'pressure': 1028, 'humidity': 49, 'sea_level': 1028, 'grnd_level': 1027}",,"{'speed': 5.93, 'deg': 207}",{'all': 0},1582430601.0,"{'country': 'CN', 'sunrise': 1582410664, 'sunset': 1582450634}",28800.0,1786855.0,Yatou,200,,,,37.15,122.38,279.1,279.1,279.1,0.0,5.93,207.0,49.0
