coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow,lat,lon,temp,temp_min,temp_max,cloudiness,wind_speed,wind_direction,humidity
"{'lon': 170.5, 'lat': -45.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 291.48, 'feels_like': 289.28, 'temp_min': 291.48, 'temp_max': 291.48, 'pressure': 1021, 'humidity': 53}",,"{'speed': 2.68, 'deg': 56, 'gust': 3.58}",{'all': 95},1582430757.0,"{'type': 3, 'id': 75281, 'country': 'NZ', 'sunrise': 1582394640, 'sunset': 1582443562}",46800.0,2191562.0,Dunedin,200,,,,-45.87,170.5,291.48,291.48,291.48,95.0,2.68,56.0,53.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 45.05, 'lat': -25.17}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 296.77, 'feels_like': 298.75, 'temp_min': 296.77, 'temp_max': 296.77, 'pressure': 1009, 'humidity': 86, 'sea_level': 1009, 'grnd_level': 988}",,"{'speed': 3.25, 'deg': 10}",{'all': 67},1582430758.0,"{'country': 'MG', 'sunrise': 1582426233, 'sunset': 1582472180}",10800.0,1067565.0,Beloha,200,,,,-25.17,45.05,296.77,296.77,296.77,67.0,3.25,10.0,86.0
"{'lon': 139.9, 'lat': 69.3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 251.11, 'feels_like': 247.06, 'temp_min': 251.11, 'temp_max': 251.11, 'pressure': 1012, 'humidity': 96, 'sea_level': 1012, 'grnd_level': 952}",,"{'speed': 0.55, 'deg': 239}",{'all': 97},1582430571.0,"{'country': 'RU', 'sunrise': 1582411002, 'sunset': 1582441887}",36000.0,2028164.0,Deputatsky,200,,,,69.3,139.9,251.11,251.11,251.11,97.0,0.55,239.0,96.0
"{'lon': 77.59, 'lat': 60.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 258.15, 'feels_like': 252.63, 'temp_min': 258.15, 'temp_max': 258.15, 'pressure': 1025, 'humidity': 92}",10000.0,"{'speed': 3, 'deg': 200}",{'all': 0},1582430758.0,"{'type': 1, 'id': 8986, 'country': 'RU', 'sunrise': 1582423812, 'sunset': 1582458983}",25200.0,1490796.0,Strezhevoy,200,,,,60.73,77.59,258.15,258.15,258.15,0.0,3.0,200.0,92.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': -137.51, 'lat': 60.75}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 259.29, 'feels_like': 253.6, 'temp_min': 259.29, 'temp_max': 259.29, 'pressure': 1009, 'humidity': 87, 'sea_level': 1009, 'grnd_level': 865}",,"{'speed': 3.27, 'deg': 180}",{'all': 18},1582430758.0,"{'country': 'CA', 'sunrise': 1582389110, 'sunset': 1582424138}",-28800.0,5969025.0,Haines Junction,200,,,,60.75,-137.51,259.29,259.29,259.29,18.0,3.27,180.0,87.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 75.45, 'lat': 63.2}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 258.32, 'feels_like': 248.93, 'temp_min': 258.32, 'temp_max': 258.32, 'pressure': 1020, 'humidity': 96, 'sea_level': 1020, 'grnd_level': 1003}",,"{'speed': 8.57, 'deg': 227}",{'all': 66},1582430759.0,"{'country': 'RU', 'sunrise': 1582424791, 'sunset': 1582459031}",18000.0,1496503.0,Noyabrsk,200,,,,63.2,75.45,258.32,258.32,258.32,66.0,8.57,227.0,96.0
"{'lon': 150.67, 'lat': -10.62}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 303.11, 'feels_like': 308.35, 'temp_min': 303.11, 'temp_max': 303.11, 'pressure': 1008, 'humidity': 77, 'sea_level': 1008, 'grnd_level': 993}",,"{'speed': 2.11, 'deg': 18}",{'all': 37},1582430759.0,"{'country': 'PG', 'sunrise': 1582401591, 'sunset': 1582446129}",36000.0,2132606.0,Samarai,200,{'3h': 1.75},,,-10.62,150.67,303.11,303.11,303.11,37.0,2.11,18.0,77.0
"{'lon': 42.71, 'lat': 62.86}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 273.61, 'feels_like': 265.7, 'temp_min': 273.61, 'temp_max': 273.61, 'pressure': 985, 'humidity': 92, 'sea_level': 985, 'grnd_level': 982}",,"{'speed': 8.32, 'deg': 183}",{'all': 100},1582430759.0,"{'country': 'RU', 'sunrise': 1582432562, 'sunset': 1582466974}",10800.0,577240.0,Bereznik,200,,,{'3h': 0.81},62.86,42.71,273.61,273.61,273.61,100.0,8.32,183.0,92.0
"{'lon': 22.27, 'lat': -19.67}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 294.99, 'feels_like': 297.62, 'temp_min': 294.99, 'temp_max': 294.99, 'pressure': 1008, 'humidity': 79, 'sea_level': 1008, 'grnd_level': 902}",,"{'speed': 0.26, 'deg': 262}",{'all': 83},1582430759.0,"{'country': 'BW', 'sunrise': 1582431986, 'sunset': 1582477360}",7200.0,933211.0,Nokaneng,200,,,,-19.67,22.27,294.99,294.99,294.99,83.0,0.26,262.0,79.0
"{'lon': 165.15, 'lat': -21.35}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 299.35, 'feels_like': 299.71, 'temp_min': 299.35, 'temp_max': 299.35, 'pressure': 1012, 'humidity': 79, 'sea_level': 1012, 'grnd_level': 1012}",,"{'speed': 6.4, 'deg': 156}",{'all': 0},1582430759.0,"{'country': 'NC', 'sunrise': 1582397600, 'sunset': 1582443170}",39600.0,2138522.0,Poya,200,,,,-21.35,165.15,299.35,299.35,299.35,0.0,6.4,156.0,79.0
"{'lon': -48.01, 'lat': -23.02}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 291.32, 'feels_like': 289.76, 'temp_min': 291.32, 'temp_max': 291.32, 'pressure': 1017, 'humidity': 80, 'sea_level': 1017, 'grnd_level': 957}",,"{'speed': 4.36, 'deg': 156}",{'all': 27},1582430714.0,"{'country': 'BR', 'sunrise': 1582448689, 'sunset': 1582494388}",-10800.0,3465729.0,Conchas,200,,,,-23.02,-48.01,291.32,291.32,291.32,27.0,4.36,156.0,80.0
"{'lon': -56.98, 'lat': 5.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 299.3, 'feels_like': 301.4, 'temp_min': 299.3, 'temp_max': 299.3, 'pressure': 1013, 'humidity': 87, 'sea_level': 1013, 'grnd_level': 1013}",,"{'speed': 5.15, 'deg': 60}",{'all': 10},1582430760.0,"{'country': 'SR', 'sunrise': 1582452140, 'sunset': 1582495243}",-10800.0,3383427.0,Nieuw Nickerie,200,,,,5.95,-56.98,299.3,299.3,299.3,10.0,5.15,60.0,87.0
"{'lon': 150.17, 'lat': 59.7}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 256.58, 'feels_like': 251.67, 'temp_min': 256.58, 'temp_max': 256.58, 'pressure': 1011, 'humidity': 87, 'sea_level': 1011, 'grnd_level': 1011}",,"{'speed': 1.98, 'deg': 86}",{'all': 100},1582430760.0,"{'country': 'RU', 'sunrise': 1582406254, 'sunset': 1582441705}",39600.0,2127060.0,Arman,200,,,{'3h': 0.13},59.7,150.17,256.58,256.58,256.58,100.0,1.98,86.0,87.0
"{'lon': 147.27, 'lat': -2.02}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 301.83, 'feels_like': 305.33, 'temp_min': 301.83, 'temp_max': 301.83, 'pressure': 1009, 'humidity': 67, 'sea_level': 1009, 'grnd_level': 1009}",,"{'speed': 1.66, 'deg': 285}",{'all': 0},1582430760.0,"{'country': 'PG', 'sunrise': 1582402786, 'sunset': 1582446565}",36000.0,2092164.0,Lorengau,200,,,,-2.02,147.27,301.83,301.83,301.83,0.0,1.66,285.0,67.0
"{'lon': 112.4, 'lat': 66.42}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 254.15, 'feels_like': 248.43, 'temp_min': 254.15, 'temp_max': 254.15, 'pressure': 1007, 'humidity': 84}",10000.0,"{'speed': 3, 'deg': 260}",{'all': 2},1582430548.0,"{'type': 1, 'id': 8846, 'country': 'RU', 'sunrise': 1582416699, 'sunset': 1582449389}",32400.0,2014624.0,Udachny,200,,,,66.42,112.4,254.15,254.15,254.15,2.0,3.0,260.0,84.0
"{'lon': -67.92, 'lat': 3.87}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.19, 'feels_like': 302.77, 'temp_min': 298.19, 'temp_max': 298.19, 'pressure': 1011, 'humidity': 88, 'sea_level': 1011, 'grnd_level': 998}",,"{'speed': 0.87, 'deg': 142}",{'all': 66},1582430760.0,"{'country': 'CO', 'sunrise': 1582368291, 'sunset': 1582411558}",-18000.0,3671450.0,Inirida,200,{'3h': 0.44},,,3.87,-67.92,298.19,298.19,298.19,66.0,0.87,142.0,88.0
"{'lon': -79.01, 'lat': 34.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 274.32, 'feels_like': 270.81, 'temp_min': 272.59, 'temp_max': 276.15, 'pressure': 1028, 'humidity': 80}",16093.0,"{'speed': 1.8, 'deg': 206}",{'all': 1},1582430470.0,"{'type': 1, 'id': 4038, 'country': 'US', 'sunrise': 1582372469, 'sunset': 1582412702}",-18000.0,4477525.0,Lumberton,200,,,,34.62,-79.01,274.32,272.59,276.15,1.0,1.8,206.0,80.0
"{'lon': -61.3, 'lat': -5.81}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 295.77, 'feels_like': 300.14, 'temp_min': 295.77, 'temp_max': 295.77, 'pressure': 1013, 'humidity': 98, 'sea_level': 1013, 'grnd_level': 1006}",,"{'speed': 0.69, 'deg': 180}",{'all': 100},1582430761.0,"{'country': 'BR', 'sunrise': 1582452679, 'sunset': 1582496777}",-14400.0,3663503.0,Manicore,200,,,,-5.81,-61.3,295.77,295.77,295.77,100.0,0.69,180.0,98.0
"{'lon': 64.42, 'lat': 63.19}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 267.49, 'feels_like': 261.04, 'temp_min': 267.49, 'temp_max': 267.49, 'pressure': 1014, 'humidity': 90, 'sea_level': 1014, 'grnd_level': 1011}",,"{'speed': 5.2, 'deg': 201}",{'all': 52},1582430761.0,"{'country': 'RU', 'sunrise': 1582427430, 'sunset': 1582461686}",18000.0,1505965.0,Igrim,200,,,,63.19,64.42,267.49,267.49,267.49,52.0,5.2,201.0,90.0
"{'lon': -90.64, 'lat': 16.52}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 293.7, 'feels_like': 296.92, 'temp_min': 293.7, 'temp_max': 293.7, 'pressure': 1023, 'humidity': 96, 'sea_level': 1023, 'grnd_level': 1005}",,"{'speed': 0.6, 'deg': 292}",{'all': 30},1582430761.0,"{'country': 'MX', 'sunrise': 1582374306, 'sunset': 1582416447}",-21600.0,3816362.0,Benemerito de las Americas,200,{'3h': 0.63},,,16.52,-90.64,293.7,293.7,293.7,30.0,0.6,292.0,96.0
"{'lon': 80.44, 'lat': 47.97}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,"{'temp': 269.15, 'feels_like': 263.92, 'temp_min': 269.15, 'temp_max': 269.15, 'pressure': 1025, 'humidity': 96, 'sea_level': 1025, 'grnd_level': 939}",,"{'speed': 3.81, 'deg': 268}",{'all': 100},1582430761.0,"{'country': 'KZ', 'sunrise': 1582421543, 'sunset': 1582459884}",21600.0,1525988.0,Ayagoz,200,,,{'3h': 1.75},47.97,80.44,269.15,269.15,269.15,100.0,3.81,268.0,96.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 64.84, 'lat': 32.07}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 285.4, 'feels_like': 282.81, 'temp_min': 285.4, 'temp_max': 285.4, 'pressure': 1020, 'humidity': 49, 'sea_level': 1020, 'grnd_level': 892}",,"{'speed': 1.27, 'deg': 48}",{'all': 0},1582430762.0,"{'country': 'AF', 'sunrise': 1582424154, 'sunset': 1582464761}",16200.0,1127547.0,Sangin,200,,,,32.07,64.84,285.4,285.4,285.4,0.0,1.27,48.0,49.0
"{'lon': 82.47, 'lat': 65.7}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 257.96, 'feels_like': 248.67, 'temp_min': 257.96, 'temp_max': 257.96, 'pressure': 1014, 'humidity': 88, 'sea_level': 1014, 'grnd_level': 1010}",,"{'speed': 8.33, 'deg': 222}",{'all': 44},1582430509.0,"{'country': 'RU', 'sunrise': 1582423677, 'sunset': 1582456775}",18000.0,1502073.0,Krasnosel'kup,200,,,,65.7,82.47,257.96,257.96,257.96,44.0,8.33,222.0,88.0
"{'lon': 21.29, 'lat': 29.11}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 283.95, 'feels_like': 279.45, 'temp_min': 283.95, 'temp_max': 283.95, 'pressure': 1022, 'humidity': 72, 'sea_level': 1022, 'grnd_level': 1015}",,"{'speed': 5.11, 'deg': 288}",{'all': 0},1582430762.0,"{'country': 'LY', 'sunrise': 1582434434, 'sunset': 1582475382}",7200.0,88533.0,Awjilah,200,,,,29.11,21.29,283.95,283.95,283.95,0.0,5.11,288.0,72.0
"{'lon': -5.54, 'lat': 50.12}","[{'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09n'}]",stations,"{'temp': 284.08, 'feels_like': 274.7, 'temp_min': 283.15, 'temp_max': 284.82, 'pressure': 1017, 'humidity': 93}",2900.0,"{'speed': 13.4, 'deg': 240, 'gust': 20.6}",{'all': 100},1582430762.0,"{'type': 1, 'id': 1403, 'country': 'GB', 'sunrise': 1582442355, 'sunset': 1582480339}",0.0,2640377.0,Penzance,200,,,,50.12,-5.54,284.08,283.15,284.82,100.0,13.4,240.0,93.0
"{'lon': -135.01, 'lat': 68.22}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 255.15, 'feels_like': 250.48, 'temp_min': 255.15, 'temp_max': 255.15, 'pressure': 1010, 'humidity': 77}",6437.0,"{'speed': 1.5, 'deg': 280}",{'all': 90},1582430580.0,"{'type': 1, 'id': 796, 'country': 'CA', 'sunrise': 1582390279, 'sunset': 1582421770}",-25200.0,5882953.0,Aklavik,200,,,,68.22,-135.01,255.15,255.15,255.15,90.0,1.5,280.0,77.0
"{'lon': 126.7, 'lat': 62.1}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 254.5, 'feels_like': 250.08, 'temp_min': 254.5, 'temp_max': 254.5, 'pressure': 1014, 'humidity': 93, 'sea_level': 1014, 'grnd_level': 980}",,"{'speed': 1.22, 'deg': 289}",{'all': 100},1582430624.0,"{'country': 'RU', 'sunrise': 1582412300, 'sunset': 1582446924}",32400.0,2026861.0,Berdigestyakh,200,,,,62.1,126.7,254.5,254.5,254.5,100.0,1.22,289.0,93.0
"{'lon': 159.97, 'lat': 59.12}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 262.2, 'feels_like': 255.47, 'temp_min': 262.2, 'temp_max': 262.2, 'pressure': 1013, 'humidity': 89, 'sea_level': 1013, 'grnd_level': 993}",,"{'speed': 5.01, 'deg': 188}",{'all': 100},1582430763.0,"{'country': 'RU', 'sunrise': 1582403813, 'sunset': 1582439443}",43200.0,2122262.0,Palana,200,,,{'3h': 0.13},59.12,159.97,262.2,262.2,262.2,100.0,5.01,188.0,89.0
"{'lon': -72.22, 'lat': 7.77}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",stations,"{'temp': 299.15, 'feels_like': 302.63, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1016, 'humidity': 74}",9000.0,{'speed': 1},{'all': 75},1582430763.0,"{'type': 1, 'id': 8587, 'country': 'VE', 'sunrise': 1582455874, 'sunset': 1582498823}",-14400.0,3628473.0,San Cristobal,200,,,,7.77,-72.22,299.15,299.15,299.15,75.0,1.0,,74.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 124.17, 'lat': 14.05}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 299.75, 'feels_like': 299.25, 'temp_min': 299.75, 'temp_max': 299.75, 'pressure': 1017, 'humidity': 78, 'sea_level': 1017, 'grnd_level': 1017}",,"{'speed': 7.76, 'deg': 60}",{'all': 2},1582430763.0,"{'country': 'PH', 'sunrise': 1582409027, 'sunset': 1582451412}",28800.0,1695546.0,Pandan,200,{'3h': 0.44},,,14.05,124.17,299.75,299.75,299.75,2.0,7.76,60.0,78.0
"{'lon': -16.68, 'lat': 28.1}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 293.8, 'feels_like': 280.06, 'temp_min': 289.15, 'temp_max': 298.15, 'pressure': 1014, 'humidity': 27}",10000.0,"{'speed': 17, 'deg': 60, 'gust': 22.1}",{'all': 100},1582430763.0,"{'type': 1, 'id': 2373, 'country': 'ES', 'sunrise': 1582443488, 'sunset': 1582484553}",0.0,2521582.0,Arona,200,,,,28.1,-16.68,293.8,289.15,298.15,100.0,17.0,60.0,27.0
"{'lon': 100.35, 'lat': -0.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 298.89, 'feels_like': 299.24, 'temp_min': 298.89, 'temp_max': 298.89, 'pressure': 1014, 'humidity': 62, 'sea_level': 1014, 'grnd_level': 938}",,"{'speed': 3.43, 'deg': 50}",{'all': 0},1582430528.0,"{'country': 'ID', 'sunrise': 1582414092, 'sunset': 1582457779}",25200.0,1633419.0,Padang,200,,,,-0.95,100.35,298.89,298.89,298.89,0.0,3.43,50.0,62.0
"{'lon': -90.24, 'lat': 14.42}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 290.15, 'feels_like': 283.85, 'temp_min': 290.15, 'temp_max': 290.15, 'pressure': 1029, 'humidity': 77}",10000.0,"{'speed': 10.3, 'deg': 20}",{'all': 75},1582430764.0,"{'type': 1, 'id': 7079, 'country': 'GT', 'sunrise': 1582374114, 'sunset': 1582416447}",-21600.0,3598968.0,Casillas,200,,,,14.42,-90.24,290.15,290.15,290.15,75.0,10.3,20.0,77.0
"{'lon': 108.1, 'lat': 10.93}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 303.71, 'feels_like': 300.82, 'temp_min': 303.71, 'temp_max': 303.71, 'pressure': 1017, 'humidity': 33, 'sea_level': 1017, 'grnd_level': 1000}",,"{'speed': 5.21, 'deg': 71}",{'all': 0},1582430575.0,"{'country': 'VN', 'sunrise': 1582412744, 'sunset': 1582455407}",25200.0,1571058.0,Phan Thiet,200,,,,10.93,108.1,303.71,303.71,303.71,0.0,5.21,71.0,33.0
"{'lon': 70.42, 'lat': 52.63}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 263.36, 'feels_like': 258.8, 'temp_min': 263.36, 'temp_max': 263.36, 'pressure': 1031, 'humidity': 96, 'sea_level': 1031, 'grnd_level': 981}",,"{'speed': 2.12, 'deg': 286}",{'all': 74},1582430764.0,"{'country': 'KZ', 'sunrise': 1582424412, 'sunset': 1582461824}",21600.0,1521230.0,Makinsk,200,,,,52.63,70.42,263.36,263.36,263.36,74.0,2.12,286.0,96.0
"{'lon': 122.3, 'lat': 29.96}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 283.75, 'feels_like': 279.32, 'temp_min': 283.75, 'temp_max': 283.75, 'pressure': 1031, 'humidity': 61, 'sea_level': 1031, 'grnd_level': 1031}",,"{'speed': 4.29, 'deg': 106}",{'all': 0},1582430764.0,"{'country': 'CN', 'sunrise': 1582410255, 'sunset': 1582451081}",28800.0,1795632.0,Shenjiamen,200,,,,29.96,122.3,283.75,283.75,283.75,0.0,4.29,106.0,61.0
"{'lon': -60.32, 'lat': -36.89}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287.61, 'feels_like': 284.12, 'temp_min': 287.61, 'temp_max': 287.61, 'pressure': 1020, 'humidity': 39, 'sea_level': 1020, 'grnd_level': 998}",,"{'speed': 2.29, 'deg': 349}",{'all': 0},1582430764.0,"{'country': 'AR', 'sunrise': 1582450819, 'sunset': 1582498167}",-10800.0,3842670.0,Olavarria,200,,,,-36.89,-60.32,287.61,287.61,287.61,0.0,2.29,349.0,39.0
"{'lon': -53.11, 'lat': 48.65}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 270.93, 'feels_like': 263.38, 'temp_min': 270.93, 'temp_max': 270.93, 'pressure': 1012, 'humidity': 85}",,"{'speed': 7.15, 'deg': 255, 'gust': 10.73}",{'all': 69},1582430764.0,"{'type': 3, 'id': 2011050, 'country': 'CA', 'sunrise': 1582453616, 'sunset': 1582491909}",-12600.0,5905393.0,Bonavista,200,,,,48.65,-53.11,270.93,270.93,270.93,69.0,7.15,255.0,85.0
"{'lon': -2.51, 'lat': 48.47}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 284.13, 'feels_like': 278.76, 'temp_min': 283.71, 'temp_max': 284.26, 'pressure': 1025, 'humidity': 93}",10000.0,"{'speed': 7.7, 'deg': 230}",{'all': 90},1582430765.0,"{'type': 1, 'id': 6557, 'country': 'FR', 'sunrise': 1582441471, 'sunset': 1582479768}",3600.0,3008225.0,Lamballe,200,,,,48.47,-2.51,284.13,283.71,284.26,90.0,7.7,230.0,93.0
"{'lon': -74.85, 'lat': 49.78}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 270.15, 'feels_like': 265.08, 'temp_min': 270.15, 'temp_max': 270.15, 'pressure': 1006, 'humidity': 68}",14484.0,"{'speed': 3.1, 'deg': 210}",{'all': 75},1582430533.0,"{'type': 1, 'id': 859, 'country': 'CA', 'sunrise': 1582372649, 'sunset': 1582410525}",-18000.0,5919850.0,Chapais,200,,,,49.78,-74.85,270.15,270.15,270.15,75.0,3.1,210.0,68.0
"{'lon': 137.58, 'lat': -33.03}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 304.15, 'feels_like': 300.18, 'temp_min': 304.15, 'temp_max': 304.15, 'pressure': 1016, 'humidity': 22}",10000.0,"{'speed': 4.6, 'deg': 110}",{'all': 0},1582430765.0,"{'type': 1, 'id': 9613, 'country': 'AU', 'sunrise': 1582403551, 'sunset': 1582450451}",37800.0,2058430.0,Whyalla,200,,,,-33.03,137.58,304.15,304.15,304.15,0.0,4.6,110.0,22.0
"{'lon': 31.4, 'lat': -29.13}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 296.15, 'feels_like': 293.36, 'temp_min': 296.15, 'temp_max': 296.15, 'pressure': 1015, 'humidity': 60}",10000.0,"{'speed': 6.2, 'deg': 200}",{'all': 100},1582430765.0,"{'type': 1, 'id': 1934, 'country': 'ZA', 'sunrise': 1582429288, 'sunset': 1582475676}",7200.0,951441.0,Sundumbili,200,{'3h': 0.88},,,-29.13,31.4,296.15,296.15,296.15,100.0,6.2,200.0,60.0
"{'lon': -8.45, 'lat': 54.63}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 278.81, 'feels_like': 273.15, 'temp_min': 278.81, 'temp_max': 278.81, 'pressure': 1006, 'humidity': 93, 'sea_level': 1006, 'grnd_level': 1003}",,"{'speed': 6.37, 'deg': 296}",{'all': 100},1582430765.0,"{'country': 'IE', 'sunrise': 1582443543, 'sunset': 1582480547}",0.0,2963295.0,Killybegs,200,{'3h': 5.13},,,54.63,-8.45,278.81,278.81,278.81,100.0,6.37,296.0,93.0
"{'lon': 139.92, 'lat': 53.94}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 261.13, 'feels_like': 256.66, 'temp_min': 261.13, 'temp_max': 261.13, 'pressure': 1011, 'humidity': 84, 'sea_level': 1011, 'grnd_level': 969}",,"{'speed': 1.63, 'deg': 347}",{'all': 0},1582430765.0,"{'country': 'RU', 'sunrise': 1582407908, 'sunset': 1582444971}",36000.0,2019935.0,Mnogovershinnyy,200,,,,53.94,139.92,261.13,261.13,261.13,0.0,1.63,347.0,84.0
"{'lon': 153.68, 'lat': 67.45}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 245.62, 'feels_like': 241.33, 'temp_min': 245.62, 'temp_max': 245.62, 'pressure': 1014, 'humidity': 93, 'sea_level': 1014, 'grnd_level': 1009}",,"{'speed': 0.69, 'deg': 204}",{'all': 54},1582430766.0,"{'country': 'RU', 'sunrise': 1582407108, 'sunset': 1582439167}",39600.0,2121025.0,Srednekolymsk,200,,,,67.45,153.68,245.62,245.62,245.62,54.0,0.69,204.0,93.0
"{'lon': 118.57, 'lat': -20.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 309.15, 'feels_like': 309.62, 'temp_min': 309.15, 'temp_max': 309.15, 'pressure': 1008, 'humidity': 34}",10000.0,"{'speed': 3.1, 'deg': 250}",{'all': 9},1582430555.0,"{'type': 1, 'id': 9585, 'country': 'AU', 'sunrise': 1582408835, 'sunset': 1582454291}",28800.0,2063042.0,Port Hedland,200,,,,-20.32,118.57,309.15,309.15,309.15,9.0,3.1,250.0,34.0
